total_population,california_county,approximate_location,ces_4_0_score,ces_4_0_percentile_range,ozone,pm2_5,diesel_pm,drinking_water,lead,pesticides,tox_release,traffic,cleanup_sites,groundwater_threats,haz_waste,imp_water_bodies,solid_waste,pollution_burden,pollution_burden_score,asthma,cardiovascular_disease,education,linguistic_isolation,poverty,unemployment,housing_burden,pop_char,pop_char_score,twocounty
4293,Los Angeles,Long Beach,33.77,65-70%,0.04,11.64728179,0.089,339.04,61.16,0,9503.750002,774.9986068,2,0,0.335,8,11,46.37,5.66,59.25,12.02,5.3,1.9,26.5,6.1,23.5,57.5,5.96,Los Angeles
3254,Los Angeles,Pomona,33.72,65-70%,0.059,12.85876857,0.114,754.44,81.44,0,728.3406882,246.9911674,2.5,2.55,0.06,0,0.3,42.45,5.18,87.89,19.04,33.8,7.5,22.7,8,15.8,62.72,6.51,Los Angeles
4043,Los Angeles,Pasadena,33.71,65-70%,0.058,11.37715041,0.452,634.13,72.94,0,1001.687968,556.6775177,0,3,0.11,0,0.5,43.15,5.27,38.39,8.59,43.4,20,69,3.3,30.3,61.69,6.4,Los Angeles
4091,Los Angeles,South Whittier,33.71,65-70%,0.048,11.9373529,0.175,362.91,63.8,0,3427.806376,890.8290438,1,3,0.4,2,5.1,49.37,6.03,47.73,18.18,25.1,9.2,27.5,3,25.9,53.91,5.59,Los Angeles
4657,Los Angeles,Los Angeles,33.71,65-70%,0.059,11.77575945,0.336,726.64,44.65,0,1050.160339,5520.677377,0,2,0.235,9,0,52.19,6.37,37.87,15.57,5.5,3.2,17.4,7.8,18.7,51,5.29,Los Angeles
3195,Los Angeles,Los Angeles,33.69,65-70%,0.067,11.4990414,0.295,726.64,58.13,0,559.0659892,2696.231331,0,0,0.26,0,0,46.95,5.73,66.44,14.99,11.3,6.1,22.1,7.6,16.3,56.65,5.88,Los Angeles
1763,Los Angeles,Los Angeles,33.59,65-70%,0.064,11.29546441,0.093,726.64,46.94,0,1193.003336,2493.635495,4,0.75,0.34,6,0.6,51.47,6.28,74.78,15.13,5.2,7.4,9.8,8.6,18.1,51.53,5.35,Los Angeles
5569,Los Angeles,Los Angeles,33.57,65-70%,0.05,12.00004387,0.523,787.94,40.63,0,1387.449646,1990.921517,1.15,13.25,0.32,0,0,51.69,6.31,31.69,8.72,12.2,24.3,44.4,6.2,26.1,51.29,5.32,Los Angeles
3089,Los Angeles,Los Angeles,33.5,60-65%,0.049,12.03217459,0.133,787.94,70.67,0,1457.175008,1000.749302,0,2,1.495,6,0.2,52.3,6.39,38.86,17.67,11.6,8.6,29.4,8.9,19.1,50.57,5.25,Los Angeles
6824,Los Angeles,Torrance,33.49,60-65%,0.041,11.975262559999999,0.342,320.16,62.78,0.92,9046.436766,2005.721822,9,17.75,1.22,0,2,59.95,7.32,31.54,12.77,6.2,11,27.5,4.3,20.6,44.11,4.58,Los Angeles
2904,Los Angeles,Palmdale,33.48,60-65%,0.062,8.480696039,0.06,339.19,43.54,0,2603.244934,943.5433281,1,0,0.25,0,0,32.98,4.03,79.34,18.67,34.2,9.6,30.9,12.3,20,80.14,8.31,Los Angeles
1549,Los Angeles,Gardena,33.47,60-65%,0.042,12.06831914,0.109,373.79,52.33,0,22578.71997,900.1875721,0,6,0.4,0,6.2,44.69,5.46,87.73,16.4,16.4,14,36.5,4,16.4,59.12,6.13,Los Angeles
2691,Los Angeles,Los Angeles,33.37,60-65%,0.059,11.61984123,0.262,726.64,51.1,0,1070.678324,2582.884306,0,6.25,0.11,6,0,50.09,6.12,36.87,16.87,3.9,5.1,26.3,7.9,18,52.6,5.46,Los Angeles
4829,Los Angeles,Los Angeles,33.37,60-65%,0.049,12.28627082,0.234,488.79,89.22,0,2140,533.5577286,0.2,0,0.035,0,0,40.25,4.91,53.21,15.31,45,13.6,58.9,6.8,30.6,65.45,6.79,Los Angeles
4323,Los Angeles,Monterey Park,33.35,60-65%,0.051,12.17805962,0.381,743.08,76.42,0,2333.203329,2425.450584,1.2,0,0.46,0,0.25,54.83,6.69,34.52,9.07,14.8,12.1,27.9,4.6,21.9,48.02,4.98,Los Angeles
3145,Los Angeles,Santa Clarita,33.31,60-65%,0.067,10.13942579,0.117,586.1,48.59,0,285.6963272,1569.585812,0,0,0.2,1,2.4,42.56,5.2,58.84,15.29,20.7,5.2,27.4,7.1,17.6,61.8,6.41,Los Angeles
4679,Los Angeles,Culver City,33.31,60-65%,0.045,11.64969136,0.451,231.98,57.21,0,2051.398987,3041.06681,0,11.3,0.21,8,2.5,51.39,6.27,41.08,12.58,9.8,3.4,30,4.1,20.7,51.18,5.31,Los Angeles
2811,Los Angeles,Los Angeles,33.27,60-65%,0.058,11.66912326,0.378,726.64,62.59,0,1115.026326,2390.338829,37,17,0.135,4,2.2,63.18,7.71,31.66,8.31,1.8,8.7,20.7,6.4,22.8,41.58,4.31,Los Angeles
4301,Los Angeles,West Carson,33.17,60-65%,0.04,11.93215537,0.341,316.13,22.82,12.5,14299.83333,1965.99416,4.15,11.5,3.11,10,0,56.88,6.95,55.74,11.54,15.4,12.1,17.5,5.2,15.9,46.04,4.78,Los Angeles
2706,Los Angeles,Los Angeles,33.15,60-65%,0.059,11.51704216,0.149,726.64,49.37,0,1065.43866,1097.819375,0,0,0.095,4,0,41.59,5.08,41.76,18.42,4.4,18.2,44,10.1,29.2,62.93,6.53,Los Angeles
4513,Los Angeles,San Gabriel,33.14,60-65%,0.056,11.60331677,0.169,753.7,51.82,0,1476.179362,590.1717848,12,31.8,0.085,1,3.5,52.16,6.37,28.17,8.05,15.1,23.8,35.8,6.9,19,50.17,5.2,Los Angeles
3627,Los Angeles,Los Angeles,33.11,60-65%,0.051,12.14526757,0.149,488.79,67.84,0,1567.569641,657.124594,16.75,9.05,0,8,1.25,52.63,6.43,65.4,11.07,17.1,3.9,28,7.1,19.4,49.66,5.15,Los Angeles
3473,Los Angeles,Los Angeles,33.1,60-65%,0.051,12.003228440000001,0.216,841.45,48.65,0,1426.537984,1685.771823,36,0,0.21,6,2,58.2,7.11,29.5,11.4,2.2,1.8,18.1,6,21.5,44.91,4.66,Los Angeles
4897,Los Angeles,Covina,33.07,60-65%,0.058,12.0285424,0.086,861.99,56.33,0,1338.105021,677.2920736,9.5,2.9,0.445,0,5,52.22,6.38,44.37,10.94,18.7,4.9,25.2,8.4,20.8,50.01,5.19,Los Angeles
5628,Los Angeles,Covina,33.07,60-65%,0.058,12.12221394,0.084,590.44,73.67,0,1367.766337,752.1995828,4.5,0,0.385,3,6,52.41,6.4,53.81,12.3,15.8,5.3,41.6,6,14.9,49.82,5.17,Los Angeles
4447,Los Angeles,Los Angeles,33.07,60-65%,0.047,12.09098712,0.172,787.94,61.45,0,1773.379354,1175.247802,1.1,5.5,0.425,0,0.25,49.47,6.04,39.18,12.09,15.7,34.7,50,4,32.6,52.78,5.47,Los Angeles
4000,Los Angeles,San Gabriel,32.97,60-65%,0.056,11.71669083,0.115,676.29,59.71,37.53,1517.841329,659.1657866,12,17.55,0.125,0,3.75,56.45,6.89,31.51,9.13,16.5,40.2,39.5,4.5,31.1,46.12,4.78,Los Angeles
4112,Los Angeles,Los Angeles,32.94,60-65%,0.06,10.96490305,0.042,726.64,68.35,0,444.3043315,770.0101971,2.25,17.5,0.33,4,0,46.26,5.65,59.24,13.52,12.1,10.9,20.7,7.3,18,56.22,5.83,Los Angeles
3584,Los Angeles,West Puente Valley,32.94,60-65%,0.057,12.0131878,0.056,833.98,82.53,0,2043.163005,538.8718011,24,1.8,0.26,3,0,51.07,6.24,33.48,9.89,33,17.9,33.1,5.6,17.4,50.93,5.28,Los Angeles
3427,Los Angeles,Lancaster,32.94,60-65%,0.062,7.143374122,0.073,441.8,50.49,0,8621.236735,618.3753557,0,0,0.325,0,0,33.14,4.05,154.47,23.65,15.5,1.9,55.1,18.9,15.2,78.49,8.14,Los Angeles
3294,Los Angeles,Claremont,32.93,60-65%,0.06,13.02878399,0.504,981.57,71.18,0,678.8680115,2291.814738,0,31.85,0.31,0,0,58.38,7.13,31.04,9.5,13.9,9.6,31.5,3.8,23.8,44.54,4.62,Los Angeles
4889,Los Angeles,Los Angeles,32.93,60-65%,0.058,11.53361756,0.936,726.64,38.47,0,1110.141001,2569.141229,0.25,5.75,0.385,4,1.3,54.81,6.69,42.26,10.69,5.3,3,26.4,6.8,24,47.44,4.92,Los Angeles
5946,Los Angeles,Los Angeles,32.92,60-65%,0.06,12.66717011,0.588,726.64,24.48,0,761.0000001,4086.43568,0,0,0.185,4,1,51.24,6.26,44.05,8.77,6.9,23.1,29.9,7.2,21.6,50.73,5.26,Los Angeles
3268,Los Angeles,Hacienda Heights,32.9,60-65%,0.053,12.10056244,0.643,425.42,40.6,0,2519.340006,4047.395472,12,30.3,0.245,5,0,59.06,7.21,46.16,12.41,14.8,23.4,27.8,3.7,15.9,43.99,4.56,Los Angeles
7669,Los Angeles,Monrovia,32.87,60-65%,0.062,11.95381392,0.273,473.38,62.99,0,1322.141673,449.7930925,19.25,14.55,0.885,2,2.75,58.16,7.1,42.43,9.9,11.4,5.4,28.6,7,15.5,44.62,4.63,Los Angeles
7636,Los Angeles,Artesia,32.86,60-65%,0.044,11.87789848,0.142,417.45,64.7,1.17,3981.526611,739.9686186,2.25,19.5,0.15,0,8.2,51.58,6.3,28.86,12.11,20.9,6.3,24.1,3.6,25.4,50.3,5.22,Los Angeles
5027,Los Angeles,Los Angeles,32.82,60-65%,0.038,11.627812,0.104,354.9,35.32,0,5406.653402,1018.459001,11.7,23,0.825,8,9.5,53.66,6.55,38.4,7.5,9.5,4.9,22.6,9.1,14.9,48.29,5.01,Los Angeles
5371,Los Angeles,Los Angeles,32.8,60-65%,0.05,11.92094307,0.244,787.94,31.25,0,1425.777628,1259.465316,5.9,31.75,0.27,0,0,50.34,6.15,25.93,11.93,4.4,7.4,31,8.1,27.3,51.43,5.34,Los Angeles
4873,Los Angeles,Lakewood,32.75,60-65%,0.044,11.83685846,0.06,554.84,44.82,0,3736.506633,796.4789801,0.1,1,0.22,7,5.9,43.62,5.33,48.36,15.1,13.8,10.6,23.5,5.1,14.9,59.29,6.15,Los Angeles
3597,Los Angeles,Los Angeles,32.75,60-65%,0.05,12.09359499,0.529,841.32,47.71,0,1531.076009,2607.939633,36.5,1,6.27,6,3,67.05,8.19,45.8,9.99,4,2.5,11.9,7.1,12.7,38.56,4,Los Angeles
3105,Los Angeles,Covina,32.7,60-65%,0.058,12.0394072,0.163,517.47,74.2,0,1424.965627,631.9654031,10,2,0.325,0,5,52.13,6.36,62.76,12.35,11.6,6.1,21.7,4.7,19,49.54,5.14,Los Angeles
5060,Los Angeles,Los Angeles,32.64,60-65%,0.059,12.45084001,0.321,726.64,41.79,0,832.4680075,2829.299108,0,13,0.12,10,0.2,55.17,6.74,51.56,10.66,6.6,11.8,17.6,8.8,26.2,46.71,4.85,Los Angeles
4250,Los Angeles,Azusa,32.64,60-65%,0.062,11.3276164,0.251,365.81,59.08,0,1128.208303,515.5913174,3,46.85,0.46,0,0,46.5,5.68,71.92,17.02,14.1,5.6,24,2.9,17.1,55.42,5.75,Los Angeles
3878,Los Angeles,East Pasadena,32.61,60-65%,0.059,11.54013275,0.25,897.85,81.03,0,1191.618978,1670.240927,19,26,0.71,0,0,61.52,7.51,24.87,8.54,13.3,12.6,18,2.3,19.5,41.86,4.34,Los Angeles
4819,Los Angeles,Hawthorne,32.6,60-65%,0.043,12.02450845,0.726,373.79,54.19,0.41,8011.883301,3757.774822,16.75,69.25,1.67,0,2.7,65.98,8.06,53.68,14.06,4.3,1.6,7.6,6.4,8.7,39.01,4.05,Los Angeles
6301,Los Angeles,Palmdale,32.6,60-65%,0.062,8.286463193,0.06,419.99,43.84,0.03,2004.005971,735.9492397,1,0,0.25,0,0,33.77,4.12,64.53,14.77,31.8,19,44.2,8.8,16.7,76.21,7.91,Los Angeles
4966,Los Angeles,Los Angeles,32.59,60-65%,0.058,11.53361756,0.513,726.64,22.95,0,1093.619008,973.8706609,4.85,12.5,0.52,4,2.75,55.44,6.77,62.98,15.03,3.3,5.6,27.5,3.4,19.2,46.41,4.81,Los Angeles
5930,Los Angeles,Torrance,32.58,60-65%,0.041,12.08683988,0.483,320.16,68.21,25.06,13111.64323,3377.901452,7.65,35.9,3.165,0,1,65.14,7.95,34.71,13.94,12.3,7.3,15.8,3.5,10.9,39.49,4.1,Los Angeles
4258,Los Angeles,Gardena,32.52,60-65%,0.041,12.03560833,0.224,373.79,72.09,0,11694.15348,884.4584215,12,3,0.3,5,0.2,50.21,6.13,61.97,14.32,18.5,7.5,24,3.2,20.4,51.14,5.3,Los Angeles
5314,Los Angeles,Burbank,32.49,60-65%,0.059,11.74756081,0.307,787.01,66.38,0,1251.48232,1435.724351,66.3,21.85,2.03,8,1,68.91,8.41,30.7,9.55,7.5,7.9,30.7,4.4,16.7,37.23,3.86,Los Angeles
3499,Los Angeles,Los Angeles,32.48,60-65%,0.058,11.54776039,0.085,726.64,47.93,0,1067.963989,1006.195322,0,0,0.145,6,0,41.13,5.02,41.76,18.42,9.4,9.5,30.1,11.7,31.2,62.35,6.47,Los Angeles
4191,Los Angeles,Los Angeles,32.46,60-65%,0.064,11.47080701,0.15,726.64,53.67,0,908.9177348,857.5960501,40,26.85,5.075,0,2.2,59.28,7.24,52.13,16.53,9.5,2.4,17.4,5.6,10.5,43.23,4.48,Los Angeles
5688,Los Angeles,View Park-Windsor Hills,32.42,60-65%,0.044,11.90810602,0.051,657.51,73.36,0.09,2783.460042,823.9253946,2.25,1,0.165,0,0.2,41.49,5.07,121.03,14.36,4.8,1.2,18.6,11.1,17,61.69,6.4,Los Angeles
7261,Los Angeles,Lancaster,32.39,60-65%,0.062,7.235243743,0.037,461.61,41.41,0,12569.00008,769.6324603,0,0,0.61,0,3.8,38.23,4.67,142.85,22.01,15.5,3.6,34.9,3,12.5,66.88,6.94,Los Angeles
3323,Los Angeles,Los Angeles,32.34,60-65%,0.055,11.4298025,0.091,488.79,72.34,0,1284.116007,737.1250534,6.5,3,0.16,2,0,42.78,5.22,46.58,12.02,15.9,15.6,34.2,2.2,21.3,59.68,6.19,Los Angeles
2296,Los Angeles,Lakewood,32.32,60-65%,0.043,11.93730018,0.082,459.93,71.41,0,6804.089925,819.2296443,0.7,13.05,0.25,0,9.25,47.46,5.8,138.46,14.25,7.4,0.1,16.1,3.2,18.7,53.76,5.58,Los Angeles
6455,Los Angeles,Cerritos,32.32,60-65%,0.045,11.91379251,0.378,344.64,22.05,0,4663.543295,1315.084616,15.25,1.5,0.655,6,0.9,51.05,6.23,38.96,11.47,5.2,13.8,18.3,6.5,10.3,49.98,5.18,Los Angeles
6444,Los Angeles,South Whittier,32.31,60-65%,0.049,11.92594018,0.056,656.8,67.39,0,3098.675212,779.7804388,5.4,0,0.17,0,1.25,43.08,5.26,43.87,16.78,15.5,7.9,37.6,4.9,27.5,59.22,6.14,Los Angeles
5775,Los Angeles,Alhambra,32.31,60-65%,0.052,11.99214768,0.569,797.88,69.96,0,1736.821371,1858.030383,17.7,51.3,2.67,0,0,65.16,7.96,35.99,9.23,14.3,12.8,18.3,5.1,19,39.15,4.06,Los Angeles
4524,Los Angeles,Monterey Park,32.27,60-65%,0.052,12.085341530000001,0.172,748.7,80.02,0.42,2361.273987,3558.993484,12,0,0.395,0,0,58.32,7.12,25.5,7.07,21,12.9,24.6,8.3,18,43.69,4.53,Los Angeles
3641,Los Angeles,Burbank,32.26,60-65%,0.059,11.51076389,0.083,787.01,62.88,0,1175.450338,1064.925494,37,30.85,0.615,6,0,58.75,7.17,32.95,10.41,6.7,10,15.1,6.9,13.9,43.35,4.5,Los Angeles
2951,Los Angeles,La Verne,32.25,60-65%,0.061,12.44397051,0.392,1008.98,35.35,0.37,610.7946676,866.1986172,0,12,1.08,0,0,53.37,6.52,41.89,14.35,10.1,2.5,18.4,4.5,12.7,47.71,4.95,Los Angeles
6018,Los Angeles,Torrance,32.24,60-65%,0.041,12.04138066,0.343,562.63,53.86,11.57,14982.90658,2600.246222,32.15,40.35,1.14,5,5.5,73.01,8.91,32.43,12.64,9.4,6,15.3,5.7,15.4,34.87,3.62,Los Angeles
3625,Los Angeles,Lakewood,32.19,60-65%,0.043,11.7071006,0.657,418.24,61.66,4.3,4151.036743,2671.323468,2,2,0.175,10,0.75,57.5,7.02,29.29,9.68,11.9,9.2,22.8,2.7,18.6,44.2,4.59,Los Angeles
3517,Los Angeles,Los Angeles,32.17,60-65%,0.047,12.10099038,0.265,787.94,72.59,0,1877.13562,939.4414361,3.25,3.75,0.07,0,0.5,48.63,5.94,27.02,8.12,29.1,37.5,54.4,5.4,32.6,52.24,5.42,Los Angeles
3896,Los Angeles,Glendora,32.15,60-65%,0.062,12.06299327,0.323,437.61,63.44,0,1140.53835,955.9514958,4.5,1.5,0.4,0,2.5,52.64,6.43,40.68,12.96,12.9,10.2,25,3.6,17,48.22,5,Los Angeles
2147,Los Angeles,Los Angeles,32.1,60-65%,0.053,11.62234049,0.038,794.36,83.31,0,1475.314005,900.6062362,0,0,0.01,2,0,39.6,4.83,60.12,12.71,28,13.4,31,2,23.3,64.01,6.64,Los Angeles
4658,Los Angeles,Long Beach,32.1,60-65%,0.04,11.62534541,0.131,339.04,68.88,0,10007.38981,750.5012378,0.25,0,0.15,7,2.75,42.28,5.16,66.27,13.2,15.8,0.9,48,3.9,21,59.94,6.22,Los Angeles
4614,Los Angeles,Azusa,32.07,60-65%,0.06,11.91993499,0.154,365.81,74.94,0.03,1251.704661,1885.652498,0,6,0.11,0,0,45.7,5.58,45.21,11.52,14.5,3.5,27.6,6.8,18.9,55.4,5.75,Los Angeles
4674,Los Angeles,Los Angeles,32.07,60-65%,0.058,11.59809285,0.425,726.64,47.39,0,1102.694357,3173.552163,0,20,0.125,4,0,53.06,6.48,31.83,17.1,2.2,2.5,17.8,4.4,28.8,47.72,4.95,Los Angeles
2426,Los Angeles,Los Angeles,32.01,60-65%,0.051,11.94592608,0.109,843.13,57.14,0,1366.897665,1833.274201,18,0,0.075,6,2,54.44,6.65,43.46,21.11,2.5,1.9,7.8,4,11.6,46.43,4.82,Los Angeles
4803,Los Angeles,Los Angeles,31.98,60-65%,0.06,11.5711356,0.27,726.64,55.37,0,1021.017649,902.9029108,9,0,0.46,4,0,50.96,6.22,42.99,12.78,19.6,17,37.4,6.2,17.3,49.54,5.14,Los Angeles
4913,Los Angeles,Los Angeles,31.97,60-65%,0.064,11.50038668,0.134,726.64,71.57,0,757.189977,1301.781763,41.5,5.5,0.32,4,0,56.08,6.85,51.3,10.53,17.6,9.3,26.3,3.2,23.3,45.01,4.67,Los Angeles
5829,Los Angeles,West Covina,31.96,60-65%,0.056,12.12639133,0.206,837.18,51.79,0,1608.401998,1857.849372,0,0,0.31,3,0,50.08,6.11,39.97,12.33,7.8,7.9,24.8,5.2,23.5,50.39,5.23,Los Angeles
7864,Los Angeles,West Carson,31.95,60-65%,0.04,11.93305662,0.529,316.13,49.08,10.49,10527.42025,2131.624889,4.4,7.75,3.13,0,0,54.45,6.65,49.6,11.14,16.4,14.7,20.1,4.3,15,46.33,4.81,Los Angeles
2861,Los Angeles,Los Angeles,31.94,60-65%,0.067,11.66569556,0.129,726.64,70.53,0,593.1313324,848.1180638,3.6,0,0.18,0,0,43.76,5.34,50.27,9.57,24.2,11.5,34.3,4.6,23.6,57.63,5.98,Los Angeles
4277,Los Angeles,South San Jose Hills,31.93,60-65%,0.052,12.2089097,0.116,764.36,40.52,0,2263.603353,893.2916188,3,5.25,0.125,5,0,46.93,5.73,47.46,12.85,8.8,8.9,27.4,9.8,28.6,53.72,5.57,Los Angeles
4305,Los Angeles,Los Angeles,31.92,60-65%,0.06,11.32227028,0.233,726.64,40.49,0,498.6483256,1056.229026,0.1,12,0.385,4,6.5,52.77,6.44,40.68,8.91,21.3,15.6,29,2.7,17.1,47.77,4.96,Los Angeles
3721,Los Angeles,Los Angeles,31.91,60-65%,0.064,11.46432553,0.253,787.72,39.91,0,1892.319987,3124.637798,40.7,18.15,0.63,6,0,63.03,7.7,32.58,8.04,10.2,13.3,28.4,9.9,19.7,39.97,4.15,Los Angeles
4173,Los Angeles,Norwalk,31.87,60-65%,0.045,11.92696003,0.191,560.05,72.79,0,4487.56661,1378.990944,0.1,14.25,0.355,0,1,50.77,6.2,31.74,12.01,15,15.8,23.9,7,19.8,49.56,5.14,Los Angeles
4254,Los Angeles,Palmdale,31.86,60-65%,0.062,7.855947434,0.053,289.8,69.03,0,6708.083293,589.5751103,0,0,0,0,1,30.8,3.76,125.16,23.3,37,2.8,56.3,7.8,22.8,81.66,8.47,Los Angeles
6277,Los Angeles,Citrus,31.78,60-65%,0.06,11.84062011,0.107,365.81,84.54,0,1252.665334,2167.432851,0.1,12,0.185,0,0,45.93,5.61,59.89,14.4,24.6,3.8,39.3,3.2,25.3,54.63,5.67,Los Angeles
3980,Los Angeles,Lancaster,31.78,60-65%,0.062,7.510487603,0.225,434.99,35.17,0,5820.646525,1202.950957,0,3,0.36,0,0,39.37,4.81,150.27,20.7,13.7,3.1,38.3,3.5,22.7,63.72,6.61,Los Angeles
4085,Los Angeles,Los Angeles,31.76,60-65%,0.056,11.48698965,0.588,726.64,41.07,0.02,1135.692322,2866.135612,0,11.25,0.375,6,4,59.84,7.31,32.94,9.72,4.1,6.1,21,6.5,20.8,41.9,4.35,Los Angeles
5639,Los Angeles,Los Angeles,31.71,60-65%,0.06,12.92719681,0.103,726.64,65.14,7.74,773.1606752,4048.266455,1,3,0,13,0.5,59.14,7.22,56.96,11.44,5.7,7.7,17.4,5.5,18.2,42.33,4.39,Los Angeles
3509,Los Angeles,Los Angeles,31.7,60-65%,0.064,11.94831277,0.1,726.64,49.33,0,537.6580022,1259.88885,1.75,13,0.205,3,0.2,48.9,5.97,50.67,14.34,10,12.2,22.1,7.5,27.8,51.18,5.31,Los Angeles
5949,Los Angeles,Cerritos,31.67,60-65%,0.044,11.78434659,0.592,397.3,36.14,0.21,4505.64327,2839.244674,0.9,26.3,0.835,4,2,58.86,7.19,28.55,9.19,9.5,5.5,19.1,6.3,18.6,42.49,4.41,Los Angeles
4210,Los Angeles,Lakewood,31.51,60-65%,0.044,11.69434748,0.086,418.24,53.72,0,3817.466594,920.1677208,1,11,0.245,7,0.4,44.28,5.41,28.81,9.67,14.3,17.9,35.1,9.7,23.4,56.19,5.83,Los Angeles
7162,Los Angeles,Los Angeles,31.5,60-65%,0.047,12.29595775,1.804,787.94,9.22,0,2235.02065,570.4321743,4.5,17.5,2.5,0,2.5,54,6.59,56.18,9.57,3.8,10.9,34.4,5.1,19.2,46.07,4.78,Los Angeles
3179,Los Angeles,Los Angeles,31.49,60-65%,0.067,11.41925994,0.102,726.64,64.89,0,484.374499,2039.576488,0,0,0.32,3,0,46.46,5.67,52.54,13.58,17.7,6.7,20.6,6.1,18.5,53.52,5.55,Los Angeles
5230,Los Angeles,Glendale,31.45,60-65%,0.056,11.60600632,0.428,685.63,64.93,0,1196.165008,2192.915084,0,0.75,0.165,3,0.5,50.12,6.12,27.65,12.39,11.6,13.6,27.8,6.9,26.3,49.55,5.14,Los Angeles
4539,Los Angeles,Monrovia,31.45,60-65%,0.061,11.89789047,0.408,563.26,48.95,0,1555.618958,3068.485053,33.5,6.8,0.23,0,1.85,58.18,7.1,35.24,8.29,10.7,8.5,23.3,7.3,20.2,42.68,4.43,Los Angeles
6647,Los Angeles,Los Angeles,31.43,60-65%,0.065,11.93986769,0.157,726.64,47.11,0,538.6386668,996.9306587,1.2,0,0.18,3,2.5,48.02,5.86,47.29,13.1,9.9,8.5,35.9,3.5,21.4,51.69,5.36,Los Angeles
4858,Los Angeles,Los Angeles,31.33,60-65%,0.048,12.20870236,0.356,787.94,42.58,0,1814.243042,937.2028127,5.1,2.5,0.3,0,0,47.88,5.85,49,13.03,9.8,24,25.7,4.9,22.6,51.67,5.36,Los Angeles
5548,Los Angeles,Los Angeles,31.33,60-65%,0.049,12.17613597,0.101,787.94,59.48,0,1617.058004,2922.933251,2.95,4.5,0.26,13,0.2,56.34,6.88,45.42,11.2,6.5,10.9,11.3,5.2,12.3,43.91,4.55,Los Angeles
5265,Los Angeles,Pasadena,31.32,60-65%,0.058,11.15848897,0.267,634.13,65.64,0,1015.41802,2816.249246,0.8,5,0.53,0,2,53.56,6.54,20.64,6.63,19.5,8.3,45.5,7.4,28.7,46.17,4.79,Los Angeles
3146,Los Angeles,Inglewood,31.25,60-65%,0.044,11.89394323,0.066,443.83,71.12,0,3160.016642,660.494129,0.25,1.3,0.215,0,1.5,38.19,4.66,84.01,15.44,18.4,7.8,25.7,10.5,20.2,64.6,6.7,Los Angeles
2943,Los Angeles,Monterey Park,31.23,60-65%,0.052,12.07312152,0.049,748.7,79.82,0,2042.885661,1027.210061,0,1.5,0.17,0,2.5,46.68,5.7,32.73,8.46,15.7,16.8,25,6,16.8,52.82,5.48,Los Angeles
2775,Los Angeles,Pasadena,31.22,60-65%,0.058,11.13912936,0.931,634.13,26.04,0,1042.800303,2127.070127,8,10.3,0.645,0,4,56.06,6.85,29.35,12.23,4,13.3,42.1,6.7,25.8,43.96,4.56,Los Angeles
6071,Los Angeles,Burbank,31.22,60-65%,0.059,11.70635152,0.143,787.01,77.13,0,1321.997986,1283.47776,72.1,35.05,1.67,6,0,64.83,7.92,32.39,9.99,10.1,3.8,14.7,5.3,22.7,38.02,3.94,Los Angeles
2089,Los Angeles,Los Angeles,31.19,60-65%,0.051,11.7676418,0.23,787.94,15.36,0,1371.810018,1371.686245,0,7.5,0.125,0,0,41.17,5.03,27.24,13.36,4.6,10.2,23.7,10.5,30.4,59.81,6.2,Los Angeles
6345,Los Angeles,Palmdale,31.15,60-65%,0.064,7.239347731,0.002,373.35,54.85,0,1466.217977,271.5586487,0,0,0.1,0,5,29.23,3.57,92.21,17.28,36.6,12.8,48.1,8.5,28.1,84.13,8.73,Los Angeles
5420,Los Angeles,Palmdale,31.14,60-65%,0.062,8.172211265,0.037,289.8,42.7,0,3238.086731,1125.828051,0,0,0.2,1,0,30.71,3.75,125.16,23.3,24.2,6.8,40.9,6.1,23.3,80.06,8.31,Los Angeles
6389,Los Angeles,Culver City,31.14,60-65%,0.045,11.68123003,0.334,302.69,53.03,0,2330.079712,2668.985931,12.5,70.25,0.72,8,0.25,58.57,7.15,48.78,14.01,8.9,5.5,8.1,3.7,16.5,41.98,4.35,Los Angeles
4766,Los Angeles,Bellflower,31.11,60-65%,0.044,11.8090865,0.537,506.84,55.16,0.21,4802.869954,2619.646631,0,0,0.1,4,1.5,51.29,6.26,31.04,9.17,17.9,8.8,32.5,2.7,22.9,47.89,4.97,Los Angeles
5073,Los Angeles,Azusa,31.09,60-65%,0.06,11.76378914,0.218,365.81,58.65,0,1297.921672,800.7296891,0,4.5,0.225,0,0,40.51,4.95,56.11,13.5,34,12.3,44.9,3,21.1,60.59,6.29,Los Angeles
3162,Los Angeles,Alhambra,31.04,60-65%,0.053,11.82774897,0.328,893.96,76.88,0,1586.528015,966.3098073,27.2,115.1,2.63,0,0,63.02,7.69,30.09,7.52,19.8,18.3,37.4,3.6,12.1,38.89,4.03,Los Angeles
7315,Los Angeles,Torrance,31,60-65%,0.041,11.88148532,0.158,316.13,38.58,29.92,8403.956706,1398.681837,1.85,6,0.34,5,0.2,49.56,6.05,27.55,10.88,3.9,18.1,19.2,5,25.3,49.39,5.12,Los Angeles
4202,Los Angeles,Mayflower Village,30.98,60-65%,0.059,11.97531239,0.037,512.48,67.64,0,1990.947672,768.415553,12,7.55,0.745,9,11,59.65,7.28,22.3,5.89,13.4,18.6,29.6,4.6,17.9,41.01,4.25,Los Angeles
