Name,Longitude,Latitude,Elevation (m),Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),vpdmin (hPa),vpdmax (hPa)
Plumas,-120.82,39.99,1819,2000,1203.59,3.3,9.2,15,2.99,14.09
Plumas,-120.82,39.99,1819,2001,990.63,3.7,9.7,15.6,3.54,15.53
Plumas,-120.82,39.99,1819,2002,971.65,3.3,9.6,15.8,3.53,15.32
Plumas,-120.82,39.99,1819,2003,1011.81,3.6,9.4,15.2,3,14.09
Plumas,-120.82,39.99,1819,2004,980.12,3.4,9.3,15.3,3.16,14.25
Plumas,-120.82,39.99,1819,2005,1366.96,3.3,9,14.8,3.01,13.41
Plumas,-120.82,39.99,1819,2006,1180.41,3.2,9,14.8,3.48,14.3
Plumas,-120.82,39.99,1819,2007,664.81,3.5,9.5,15.5,3.5,15.01
Plumas,-120.82,39.99,1819,2008,800.6,3.6,9.6,15.6,4.19,16.18
Plumas,-120.82,39.99,1819,2009,979.26,3.7,9.6,15.5,4.06,15.37
Plumas,-120.82,39.99,1819,2010,1253.65,3,8.4,13.9,3.05,13.24
Plumas,-120.82,39.99,1819,2011,921.56,3,8.5,14,3.26,13.31
Plumas,-120.82,39.99,1819,2012,1284.61,4.1,9.8,15.5,4.14,15.53
Plumas,-120.82,39.99,1819,2013,341.73,4.2,10.1,16,3.99,15.45
Plumas,-120.82,39.99,1819,2014,952.78,5.1,10.7,16.2,3.94,15.51
Plumas,-120.82,39.99,1819,2015,601.2,5.1,10.7,16.4,3.98,15.55
Plumas,-120.82,39.99,1819,2016,1375.29,4.4,9.9,15.4,3.85,14.6
Plumas,-120.82,39.99,1819,2017,1674.33,4.6,10,15.4,3.85,14.75
Plumas,-120.82,39.99,1819,2018,848.92,4.7,10.2,15.7,4.27,15.13
Plumas,-120.82,39.99,1819,2019,1465.05,3.7,8.9,14.1,3.28,12.81
Plumas,-120.82,39.99,1819,2020,542.78,5.1,10.8,16.4,4.36,16.12
Plumas,-120.82,39.99,1819,2021,971.37,4,9.6,15.3,4.46,15.51
Plumas,-120.82,39.99,1819,2022,747.61,3.4,9.2,15,3.79,14.89
Plumas,-120.82,39.99,1819,2023,1234.24,2.4,7.7,13,2.41,12.16
Plumas,-120.82,39.99,1819,2024,1402.81,3.9,8.7,13.6,3.39,14.07
,,,,,,,,,,
San Mateo,-122.37,37.41,252,2000,919.52,8.3,13.6,18.8,0.85,10.23
San Mateo,-122.37,37.41,252,2001,942.84,8.1,13.6,19,0.81,10.97
San Mateo,-122.37,37.41,252,2002,756.72,8.2,13.7,19.2,1.07,11.44
San Mateo,-122.37,37.41,252,2003,637.34,9,14.1,19.3,1.08,11.24
San Mateo,-122.37,37.41,252,2004,724.97,8.8,14.1,19.4,1,11.58
San Mateo,-122.37,37.41,252,2005,977.27,8.4,13.7,19.1,0.64,9.66
San Mateo,-122.37,37.41,252,2006,928.12,8.2,13.5,18.8,1.13,11.46
San Mateo,-122.37,37.41,252,2007,485.14,7.7,13.2,18.7,1.15,12.12
San Mateo,-122.37,37.41,252,2008,615.85,8,13.5,19,1.76,13.11
San Mateo,-122.37,37.41,252,2009,727.69,8.2,13.6,19,1.46,12.54
San Mateo,-122.37,37.41,252,2010,992.36,8.2,13,17.7,1.34,10.44
San Mateo,-122.37,37.41,252,2011,664.7,8,12.8,17.6,1.55,10.62
San Mateo,-122.37,37.41,252,2012,1031.73,7.8,13,18.1,1.26,11.14
San Mateo,-122.37,37.41,252,2013,207.31,8.2,13.6,19.1,1.71,12.89
San Mateo,-122.37,37.41,252,2014,805.35,9.8,15,20.2,1.56,12.79
San Mateo,-122.37,37.41,252,2015,436,9.8,14.8,19.9,1.53,12.65
San Mateo,-122.37,37.41,252,2016,905.27,9.3,14.3,19.2,1.17,10.98
San Mateo,-122.37,37.41,252,2017,979.99,9.3,14.4,19.5,1.61,12.63
San Mateo,-122.37,37.41,252,2018,657.28,8.8,13.9,19.1,1.3,11.36
San Mateo,-122.37,37.41,252,2019,920.71,9.2,14,18.9,1.36,11.36
San Mateo,-122.37,37.41,252,2020,324.4,9.3,14.7,20.1,1.61,13.6
San Mateo,-122.37,37.41,252,2021,748.39,8.6,13.7,18.9,1.1,11.38
San Mateo,-122.37,37.41,252,2022,533.87,8.5,13.8,19.2,1.11,12.15
San Mateo,-122.37,37.41,252,2023,1151.67,8.7,13.2,17.7,0.95,9.64
San Mateo,-122.37,37.41,252,2024,965.86,9.1,13.3,17.4,1.2,9.47
,,,,,,,,,,
Siskiyou,-122.53,41.59,847,2000,451.48,3.7,11.3,18.9,1.5,17.72
Siskiyou,-122.53,41.59,847,2001,384.34,3.8,11.7,19.6,1.8,19.01
Siskiyou,-122.53,41.59,847,2002,442.26,3.3,11.5,19.8,1.83,19.6
Siskiyou,-122.53,41.59,847,2003,395.33,4.3,11.9,19.5,1.67,18.61
Siskiyou,-122.53,41.59,847,2004,497.02,4.1,11.8,19.5,1.67,18.36
Siskiyou,-122.53,41.59,847,2005,635.27,3.8,11.3,18.8,1.49,17.03
Siskiyou,-122.53,41.59,847,2006,499.52,4,11.5,18.9,1.84,18.89
Siskiyou,-122.53,41.59,847,2007,442.93,3.5,11.2,19,1.75,19.04
Siskiyou,-122.53,41.59,847,2008,370.09,3.3,11.1,19,2.32,19.83
Siskiyou,-122.53,41.59,847,2009,306.19,3.7,11.4,19.2,2.18,19.92
Siskiyou,-122.53,41.59,847,2010,547.74,4.2,11.2,18.2,1.87,17.77
Siskiyou,-122.53,41.59,847,2011,364.74,3.2,10.6,17.9,1.75,17.37
Siskiyou,-122.53,41.59,847,2012,503.34,4.1,11.6,19.2,2.26,19.98
Siskiyou,-122.53,41.59,847,2013,208.53,3.3,11.4,19.4,2.14,20.16
Siskiyou,-122.53,41.59,847,2014,496.17,5.5,13.1,20.7,2.53,21.42
Siskiyou,-122.53,41.59,847,2015,483.2,5.6,13.2,20.8,2.52,21.2
Siskiyou,-122.53,41.59,847,2016,654.46,5.1,12.3,19.5,2.16,19.66
Siskiyou,-122.53,41.59,847,2017,504.63,4.6,11.9,19.1,2.18,19.77
Siskiyou,-122.53,41.59,847,2018,344.43,4.3,12.1,19.8,2.16,20.23
Siskiyou,-122.53,41.59,847,2019,381.42,4.1,11.4,18.6,1.85,18.18
Siskiyou,-122.53,41.59,847,2020,231.15,3.2,11.4,19.6,1.61,19.17
Siskiyou,-122.53,41.59,847,2021,283.04,4.1,11.7,19.3,2.02,19.37
Siskiyou,-122.53,41.59,847,2022,306.57,3.3,11.4,19.5,1.75,19.41
Siskiyou,-122.53,41.59,847,2023,356.64,3.7,11,18.3,1.53,17.21
Siskiyou,-122.53,41.59,847,2024,501.08,4.5,11.8,19,1.86,18.77
,,,,,,,,,,
Santa Cruz,-122.01,37.01,67,2000,1058.15,8.4,13.9,19.4,0.34,9.82
Santa Cruz,-122.01,37.01,67,2001,1021.98,8.3,13.8,19.4,0.33,9.64
Santa Cruz,-122.01,37.01,67,2002,807.51,7.9,13.4,18.9,0.52,10.38
Santa Cruz,-122.01,37.01,67,2003,663.81,8.6,14.3,20,0.91,11.95
Santa Cruz,-122.01,37.01,67,2004,804.34,8.5,14.1,19.7,0.99,12.16
Santa Cruz,-122.01,37.01,67,2005,1031.51,8.5,14.1,19.7,1.1,10.6
Santa Cruz,-122.01,37.01,67,2006,937.72,8.1,13.6,19.1,0.66,10.33
Santa Cruz,-122.01,37.01,67,2007,410.87,7.6,13.6,19.5,0.9,12.01
Santa Cruz,-122.01,37.01,67,2008,674.07,7.7,13.9,20.1,1.04,12.86
Santa Cruz,-122.01,37.01,67,2009,731.9,8,13.8,19.5,1,11.6
Santa Cruz,-122.01,37.01,67,2010,1068.36,8,13.2,18.5,0.8,10.41
Santa Cruz,-122.01,37.01,67,2011,747.89,7.5,13.2,18.9,0.93,10.9
Santa Cruz,-122.01,37.01,67,2012,874.53,7.5,13.1,18.8,0.96,11.3
Santa Cruz,-122.01,37.01,67,2013,135.74,7.5,13.5,19.5,1.17,12.72
Santa Cruz,-122.01,37.01,67,2014,820.12,9.4,14.7,20.1,1.29,12.19
Santa Cruz,-122.01,37.01,67,2015,424.93,9,14.7,20.5,1.23,13.35
Santa Cruz,-122.01,37.01,67,2016,1019.13,8.9,14.8,20.7,1.06,12.01
Santa Cruz,-122.01,37.01,67,2017,1152.42,9,14.9,20.7,0.91,13.21
Santa Cruz,-122.01,37.01,67,2018,671.94,8.6,14.3,19.9,0.91,11.93
Santa Cruz,-122.01,37.01,67,2019,1264.28,9.1,14.6,20,1,11.91
Santa Cruz,-122.01,37.01,67,2020,394.93,8.7,14.6,20.4,0.93,13.22
Santa Cruz,-122.01,37.01,67,2021,828.06,8.3,13.7,19.1,0.84,10.85
Santa Cruz,-122.01,37.01,67,2022,605.1,7.9,14,20.2,0.75,13.06
Santa Cruz,-122.01,37.01,67,2023,1205.43,8.4,13.4,18.4,0.62,9.87
Santa Cruz,-122.01,37.01,67,2024,903.48,8.9,14,19.2,0.58,10.88
,,,,,,,,,,
Glenn,-122.4,39.6,199,2000,515.11,8.1,15.7,23.3,1.47,21.15
Glenn,-122.4,39.6,199,2001,671.68,8.8,16.5,24.1,2.26,23.83
Glenn,-122.4,39.6,199,2002,412.71,8.4,16.4,24.3,2.8,24.46
Glenn,-122.4,39.6,199,2003,579.43,8.9,16.3,23.8,2.28,23.13
Glenn,-122.4,39.6,199,2004,571.03,9.1,16.6,24.1,2.54,23.84
Glenn,-122.4,39.6,199,2005,718.38,8.5,16.2,23.9,1.97,23.39
Glenn,-122.4,39.6,199,2006,541.19,8.4,16.1,23.8,2.37,24.55
Glenn,-122.4,39.6,199,2007,229.53,8,16.3,24.6,2.59,25.81
Glenn,-122.4,39.6,199,2008,437.08,8.2,16.4,24.5,3.39,26.52
Glenn,-122.4,39.6,199,2009,416.39,8.1,16.3,24.5,2.7,26.01
Glenn,-122.4,39.6,199,2010,687.67,8.5,15.7,22.8,2.27,21.9
Glenn,-122.4,39.6,199,2011,432.32,7.8,15.5,23.3,2.42,22.92
Glenn,-122.4,39.6,199,2012,525.16,8.3,16.3,24.4,3.09,25.99
Glenn,-122.4,39.6,199,2013,121.32,8.1,16.7,25.3,3.25,27.1
Glenn,-122.4,39.6,199,2014,564.28,9.8,17.8,25.9,3.23,27.9
Glenn,-122.4,39.6,199,2015,245.61,9.5,17.7,25.8,3.18,27.51
Glenn,-122.4,39.6,199,2016,575.7,9.4,16.9,24.3,2.54,24.4
Glenn,-122.4,39.6,199,2017,514.56,9.4,17.1,24.8,3.11,26.25
Glenn,-122.4,39.6,199,2018,341.51,8.9,16.9,24.9,3.2,25.99
Glenn,-122.4,39.6,199,2019,762.93,9.1,16.5,23.9,2.65,24.18
Glenn,-122.4,39.6,199,2020,133,9.4,17.6,25.8,3.66,28.5
Glenn,-122.4,39.6,199,2021,365.21,9.8,18,26.1,3.96,30.43
Glenn,-122.4,39.6,199,2022,234.3,9.1,17.8,26.5,3.96,31.85
Glenn,-122.4,39.6,199,2023,652.83,9.5,16.7,23.9,2.85,23.84
Glenn,-122.4,39.6,199,2024,681.49,10.2,17.2,24.3,3.67,24.95
,,,,,,,,,,
San Luis Obi,-120.45,35.39,562,2000,633.51,4.3,14.2,24,0.84,21.85
San Luis Obi,-120.45,35.39,562,2001,887.67,4.4,14.2,24.1,0.81,22.45
San Luis Obi,-120.45,35.39,562,2002,480.03,3.3,13.7,24.2,0.85,23.06
San Luis Obi,-120.45,35.39,562,2003,413.5,4.4,14.5,24.6,1.12,24.12
San Luis Obi,-120.45,35.39,562,2004,657.97,3.9,14.1,24.3,1.15,23.95
San Luis Obi,-120.45,35.39,562,2005,624.55,4.5,14.3,24.1,0.98,23.44
San Luis Obi,-120.45,35.39,562,2006,746.6,3.7,13.7,23.7,0.83,23.68
San Luis Obi,-120.45,35.39,562,2007,312.67,3.1,13.6,24.1,1.21,25.1
San Luis Obi,-120.45,35.39,562,2008,559.17,3.7,14,24.2,1.48,25.73
San Luis Obi,-120.45,35.39,562,2009,448.37,4,14,24,1.52,24.95
San Luis Obi,-120.45,35.39,562,2010,858.47,4.3,13.5,22.7,0.83,21.27
San Luis Obi,-120.45,35.39,562,2011,567.58,4.4,13.6,22.8,1.33,22.23
San Luis Obi,-120.45,35.39,562,2012,435.82,6.3,15.9,25.5,2.52,28.74
San Luis Obi,-120.45,35.39,562,2013,108.93,5.8,15.7,25.6,2.79,28.46
San Luis Obi,-120.45,35.39,562,2014,389.71,7.5,17.1,26.8,3.06,30.16
San Luis Obi,-120.45,35.39,562,2015,230.02,5.8,15.8,25.7,1.87,27.18
San Luis Obi,-120.45,35.39,562,2016,490.4,4.7,14.6,24.5,1.42,25.19
San Luis Obi,-120.45,35.39,562,2017,711.48,5.2,15,24.7,1.35,25.45
San Luis Obi,-120.45,35.39,562,2018,526.13,4.4,14.6,24.7,1.35,25.66
San Luis Obi,-120.45,35.39,562,2019,918.53,4.9,14.2,23.4,1.06,22.95
San Luis Obi,-120.45,35.39,562,2020,342.17,4.2,14.5,24.9,1.18,25.85
San Luis Obi,-120.45,35.39,562,2021,549.05,6.6,15.8,25,2.1,26.68
San Luis Obi,-120.45,35.39,562,2022,333.65,5.7,15.5,25.3,2.24,27.41
San Luis Obi,-120.45,35.39,562,2023,1024.68,6.8,14.7,22.6,1.62,21.22
San Luis Obi,-120.45,35.39,562,2024,554.42,8.4,15.6,22.9,2.8,21.74
